Country Origin Name,Country Origin Code,Migration by Gender Name,Migration by Gender Code,Country Dest Name,Country Dest Code,People No
Lithuania,LTU,Female,FEM,Hungary,HUN,1717
Lithuania,LTU,Female,FEM,Ireland,IRL,1125
Lithuania,LTU,Female,FEM,Italy,ITA,510
Lithuania,LTU,Female,FEM,Latvia,LVA,16555
Lithuania,LTU,Female,FEM,Lithuania,LTU,0
Lithuania,LTU,Female,FEM,Luxembourg,LUX,17
Lithuania,LTU,Female,FEM,Netherlands,NLD,351
Lithuania,LTU,Female,FEM,Poland,POL,51703
Lithuania,LTU,Female,FEM,Portugal,PRT,88
Lithuania,LTU,Female,FEM,Romania,ROU,337
Lithuania,LTU,Female,FEM,Slovak Republic,SVK,21
Lithuania,LTU,Female,FEM,Slovenia,SVN,138
Lithuania,LTU,Female,FEM,Spain,ESP,1685
Lithuania,LTU,Female,FEM,Sweden,SWE,622
Lithuania,LTU,Female,FEM,Malta,MLT,1
Lithuania,LTU,Male,MAL,Austria,AUT,107
Lithuania,LTU,Male,MAL,Belgium,BEL,71
Lithuania,LTU,Male,MAL,Bulgaria,BGR,2
Lithuania,LTU,Male,MAL,Croatia,HRV,520
Lithuania,LTU,Male,MAL,Cyprus,CYP,10
Lithuania,LTU,Male,MAL,Czech Republic,CZE,60
Lithuania,LTU,Male,MAL,Denmark,DNK,595
Lithuania,LTU,Male,MAL,Estonia,EST,903
Lithuania,LTU,Male,MAL,Finland,FIN,242
Lithuania,LTU,Male,MAL,France,FRA,13847
Lithuania,LTU,Male,MAL,Germany,DEU,61047
Lithuania,LTU,Male,MAL,Greece,GRC,28
Lithuania,LTU,Male,MAL,Hungary,HUN,1361
Lithuania,LTU,Male,MAL,Ireland,IRL,1269
Lithuania,LTU,Male,MAL,Italy,ITA,72
Lithuania,LTU,Male,MAL,Latvia,LVA,12111
Lithuania,LTU,Male,MAL,Lithuania,LTU,0
Lithuania,LTU,Male,MAL,Luxembourg,LUX,7
Lithuania,LTU,Male,MAL,Netherlands,NLD,90
Lithuania,LTU,Male,MAL,Poland,POL,33873
Lithuania,LTU,Male,MAL,Portugal,PRT,102
Lithuania,LTU,Male,MAL,Romania,ROU,565
Lithuania,LTU,Male,MAL,Slovak Republic,SVK,6
Lithuania,LTU,Male,MAL,Slovenia,SVN,90
Lithuania,LTU,Male,MAL,Spain,ESP,1774
Lithuania,LTU,Male,MAL,Sweden,SWE,411
Lithuania,LTU,Male,MAL,Malta,MLT,1
Lithuania,LTU,Total,TOT,Austria,AUT,294
Lithuania,LTU,Total,TOT,Belgium,BEL,222
Lithuania,LTU,Total,TOT,Bulgaria,BGR,100
Lithuania,LTU,Total,TOT,Croatia,HRV,1080
Lithuania,LTU,Total,TOT,Cyprus,CYP,46
Lithuania,LTU,Total,TOT,Czech Republic,CZE,168
Lithuania,LTU,Total,TOT,Denmark,DNK,1487
Lithuania,LTU,Total,TOT,Estonia,EST,2101
Lithuania,LTU,Total,TOT,Finland,FIN,647
Lithuania,LTU,Total,TOT,France,FRA,28059
Lithuania,LTU,Total,TOT,Germany,DEU,126069
Lithuania,LTU,Total,TOT,Greece,GRC,116
Lithuania,LTU,Total,TOT,Hungary,HUN,3077
Lithuania,LTU,Total,TOT,Ireland,IRL,2393
Lithuania,LTU,Total,TOT,Italy,ITA,582
Lithuania,LTU,Total,TOT,Latvia,LVA,28666
Lithuania,LTU,Total,TOT,Lithuania,LTU,0
Lithuania,LTU,Total,TOT,Luxembourg,LUX,25
Lithuania,LTU,Total,TOT,Netherlands,NLD,441
Lithuania,LTU,Total,TOT,Poland,POL,85576
Lithuania,LTU,Total,TOT,Portugal,PRT,189
Lithuania,LTU,Total,TOT,Romania,ROU,903
Lithuania,LTU,Total,TOT,Slovak Republic,SVK,27
Lithuania,LTU,Total,TOT,Slovenia,SVN,228
Lithuania,LTU,Total,TOT,Spain,ESP,3459
Lithuania,LTU,Total,TOT,Sweden,SWE,1032
Lithuania,LTU,Total,TOT,Malta,MLT,3
Portugal,PRT,Female,FEM,Austria,AUT,543
Portugal,PRT,Female,FEM,Belgium,BEL,13172
Portugal,PRT,Female,FEM,Bulgaria,BGR,11
Portugal,PRT,Female,FEM,Croatia,HRV,17
Portugal,PRT,Female,FEM,Cyprus,CYP,22
Portugal,PRT,Female,FEM,Czech Republic,CZE,18
Portugal,PRT,Female,FEM,Denmark,DNK,317
Portugal,PRT,Female,FEM,Estonia,EST,0
Portugal,PRT,Female,FEM,Finland,FIN,68
Portugal,PRT,Female,FEM,France,FRA,71427
Portugal,PRT,Female,FEM,Germany,DEU,59614
Portugal,PRT,Female,FEM,Greece,GRC,143
Portugal,PRT,Female,FEM,Hungary,HUN,31
Portugal,PRT,Female,FEM,Ireland,IRL,245
Portugal,PRT,Female,FEM,Italy,ITA,3639
Portugal,PRT,Female,FEM,Latvia,LVA,0
Portugal,PRT,Female,FEM,Lithuania,LTU,1
Portugal,PRT,Female,FEM,Luxembourg,LUX,19812
Portugal,PRT,Female,FEM,Netherlands,NLD,5019
Portugal,PRT,Female,FEM,Poland,POL,26
Portugal,PRT,Female,FEM,Portugal,PRT,0
Portugal,PRT,Female,FEM,Romania,ROU,55
Portugal,PRT,Female,FEM,Slovak Republic,SVK,0
Portugal,PRT,Female,FEM,Slovenia,SVN,0
Portugal,PRT,Female,FEM,Spain,ESP,23562
Portugal,PRT,Female,FEM,Sweden,SWE,1129
Portugal,PRT,Female,FEM,Malta,MLT,0
Portugal,PRT,Male,MAL,Austria,AUT,797
Portugal,PRT,Male,MAL,Belgium,BEL,13479
Portugal,PRT,Male,MAL,Bulgaria,BGR,18
Portugal,PRT,Male,MAL,Croatia,HRV,10
Portugal,PRT,Male,MAL,Cyprus,CYP,8
Portugal,PRT,Male,MAL,Czech Republic,CZE,21
Portugal,PRT,Male,MAL,Denmark,DNK,356
Portugal,PRT,Male,MAL,Estonia,EST,0
Portugal,PRT,Male,MAL,Finland,FIN,109
Portugal,PRT,Male,MAL,France,FRA,69589
Portugal,PRT,Male,MAL,Germany,DEU,78626
Portugal,PRT,Male,MAL,Greece,GRC,111
Portugal,PRT,Male,MAL,Hungary,HUN,27
Portugal,PRT,Male,MAL,Ireland,IRL,373
Portugal,PRT,Male,MAL,Italy,ITA,1624
Portugal,PRT,Male,MAL,Latvia,LVA,1
Portugal,PRT,Male,MAL,Lithuania,LTU,2
Portugal,PRT,Male,MAL,Luxembourg,LUX,21540
Portugal,PRT,Male,MAL,Netherlands,NLD,5366
Portugal,PRT,Male,MAL,Poland,POL,39
Portugal,PRT,Male,MAL,Portugal,PRT,0
Portugal,PRT,Male,MAL,Romania,ROU,61
Portugal,PRT,Male,MAL,Slovak Republic,SVK,3
Portugal,PRT,Male,MAL,Slovenia,SVN,0
Portugal,PRT,Male,MAL,Spain,ESP,21917
Portugal,PRT,Male,MAL,Sweden,SWE,1358
Portugal,PRT,Male,MAL,Malta,MLT,0
Portugal,PRT,Total,TOT,Austria,AUT,1341
Portugal,PRT,Total,TOT,Belgium,BEL,26651
Portugal,PRT,Total,TOT,Bulgaria,BGR,30
Portugal,PRT,Total,TOT,Croatia,HRV,28
Portugal,PRT,Total,TOT,Cyprus,CYP,30
Portugal,PRT,Total,TOT,Czech Republic,CZE,39
Portugal,PRT,Total,TOT,Denmark,DNK,672
Portugal,PRT,Total,TOT,Estonia,EST,0
Portugal,PRT,Total,TOT,Finland,FIN,177
Portugal,PRT,Total,TOT,France,FRA,141016
Portugal,PRT,Total,TOT,Germany,DEU,138240
Portugal,PRT,Total,TOT,Greece,GRC,254
Portugal,PRT,Total,TOT,Hungary,HUN,59
Portugal,PRT,Total,TOT,Ireland,IRL,618
Portugal,PRT,Total,TOT,Italy,ITA,5262
Portugal,PRT,Total,TOT,Latvia,LVA,1
Portugal,PRT,Total,TOT,Lithuania,LTU,3
Portugal,PRT,Total,TOT,Luxembourg,LUX,41352
Portugal,PRT,Total,TOT,Netherlands,NLD,10385
Portugal,PRT,Total,TOT,Poland,POL,64
Portugal,PRT,Total,TOT,Portugal,PRT,0
Portugal,PRT,Total,TOT,Romania,ROU,115
Portugal,PRT,Total,TOT,Slovak Republic,SVK,4
Portugal,PRT,Total,TOT,Slovenia,SVN,0
Portugal,PRT,Total,TOT,Spain,ESP,45479
Portugal,PRT,Total,TOT,Sweden,SWE,2487
Portugal,PRT,Total,TOT,Malta,MLT,0
