Nume Uat,Cnt Name,Nume Regiune,Rang,Judet,Regiune,TIP,Pop 1Ian2020
Vădeni,Brăila,Sud-Est,Iv,9,2,3,4080
Movila Miresii,Brăila,Sud-Est,Iv,9,2,3,4143
Şuţeşti,Brăila,Sud-Est,Iv,9,2,3,4417
Tufeşti,Brăila,Sud-Est,Iv,9,2,3,4943
Viziru,Brăila,Sud-Est,Iv,9,2,3,6336
Chişcani,Brăila,Sud-Est,Iv,9,2,3,6454
Pardoşi,Buzău,Sud-Est,Iv,10,2,3,350
Chiliile,Buzău,Sud-Est,Iv,10,2,3,493
Mărgăriteşti,Buzău,Sud-Est,Iv,10,2,3,563
Valea Salciei,Buzău,Sud-Est,Iv,10,2,3,678
Căneşti,Buzău,Sud-Est,Iv,10,2,3,702
Odăile,Buzău,Sud-Est,Iv,10,2,3,715
Murgeşti,Buzău,Sud-Est,Iv,10,2,3,835
Colţi,Buzău,Sud-Est,Iv,10,2,3,926
Blăjani,Buzău,Sud-Est,Iv,10,2,3,965
Bozioru,Buzău,Sud-Est,Iv,10,2,3,970
Robeasca,Buzău,Sud-Est,Iv,10,2,3,1051
Racoviţeni,Buzău,Sud-Est,Iv,10,2,3,1234
Săruleşti,Buzău,Sud-Est,Iv,10,2,3,1280
Vâlcelele,Buzău,Sud-Est,Iv,10,2,3,1388
Largu,Buzău,Sud-Est,Iv,10,2,3,1493
Bălăceanu,Buzău,Sud-Est,Iv,10,2,3,1558
Năeni,Buzău,Sud-Est,Iv,10,2,3,1655
Cozieni,Buzău,Sud-Est,Iv,10,2,3,1853
Cilibia,Buzău,Sud-Est,Iv,10,2,3,1861
Mihăileşti,Buzău,Sud-Est,Iv,10,2,3,2097
Scutelnici,Buzău,Sud-Est,Iv,10,2,3,2104
Măgura,Buzău,Sud-Est,Iv,10,2,3,2150
Ghergheasa,Buzău,Sud-Est,Iv,10,2,3,2158
Boldu,Buzău,Sud-Est,Iv,10,2,3,2180
Amaru,Buzău,Sud-Est,Iv,10,2,3,2242
Mânzăleşti,Buzău,Sud-Est,Iv,10,2,3,2264
Pănătău,Buzău,Sud-Est,Iv,10,2,3,2267
Brăeşti,Buzău,Sud-Est,Iv,10,2,3,2323
Balta Albă,Buzău,Sud-Est,Iv,10,2,3,2333
Brădeanu,Buzău,Sud-Est,Iv,10,2,3,2355
Cătina,Buzău,Sud-Est,Iv,10,2,3,2357
Movila Banului,Buzău,Sud-Est,Iv,10,2,3,2465
Breaza,Buzău,Sud-Est,Iv,10,2,3,2517
Bisoca,Buzău,Sud-Est,Iv,10,2,3,2543
Scorţoasa,Buzău,Sud-Est,Iv,10,2,3,2582
Luciu,Buzău,Sud-Est,Iv,10,2,3,2672
Vintilă Vodă,Buzău,Sud-Est,Iv,10,2,3,2789
Buda,Buzău,Sud-Est,Iv,10,2,3,2978
Ulmeni,Buzău,Sud-Est,Iv,10,2,3,3069
Podgoria,Buzău,Sud-Est,Iv,10,2,3,3083
Stâlpu,Buzău,Sud-Est,Iv,10,2,3,3088
Pietroasele,Buzău,Sud-Est,Iv,10,2,3,3143
Siriu,Buzău,Sud-Est,Iv,10,2,3,3175
Chiojdu,Buzău,Sud-Est,Iv,10,2,3,3218
Gherăseni,Buzău,Sud-Est,Iv,10,2,3,3248
Săhăteni,Buzău,Sud-Est,Iv,10,2,3,3268
Gura Teghii,Buzău,Sud-Est,Iv,10,2,3,3309
C.A. Rosetti,Buzău,Sud-Est,Iv,10,2,3,3413
Săpoca,Buzău,Sud-Est,Iv,10,2,3,3424
Vipereşti,Buzău,Sud-Est,Iv,10,2,3,3425
Glodeanu-Siliştea,Buzău,Sud-Est,Iv,10,2,3,3450
Puieşti,Buzău,Sud-Est,Iv,10,2,3,3514
Cernăteşti,Buzău,Sud-Est,Iv,10,2,3,3556
Lopătari,Buzău,Sud-Est,Iv,10,2,3,3593
Ruşeţu,Buzău,Sud-Est,Iv,10,2,3,3606
Padina,Buzău,Sud-Est,Iv,10,2,3,3785
Glodeanu Sărat,Buzău,Sud-Est,Iv,10,2,3,3991
Ziduri,Buzău,Sud-Est,Iv,10,2,3,4193
Beceni,Buzău,Sud-Est,Iv,10,2,3,4209
Gălbinaşi,Buzău,Sud-Est,Iv,10,2,3,4235
Topliceni,Buzău,Sud-Est,Iv,10,2,3,4264
Tisău,Buzău,Sud-Est,Iv,10,2,3,4384
Ţinteşti,Buzău,Sud-Est,Iv,10,2,3,4520
Săgeata,Buzău,Sud-Est,Iv,10,2,3,4525
Cislău,Buzău,Sud-Est,Iv,10,2,3,4595
Calvini,Buzău,Sud-Est,Iv,10,2,3,4652
Zărneşti,Buzău,Sud-Est,Iv,10,2,3,4877
Costeşti,Buzău,Sud-Est,Iv,10,2,3,4880
Râmnicelu,Buzău,Sud-Est,Iv,10,2,3,5018
Cochirleanca,Buzău,Sud-Est,Iv,10,2,3,5235
Grebănu,Buzău,Sud-Est,Iv,10,2,3,5290
Pârscov,Buzău,Sud-Est,Iv,10,2,3,5395
Valea Râmnicului,Buzău,Sud-Est,Iv,10,2,3,5488
Poşta Câlnău,Buzău,Sud-Est,Iv,10,2,3,6082
Smeeni,Buzău,Sud-Est,Iv,10,2,3,6510
Merei,Buzău,Sud-Est,Iv,10,2,3,6632
Berca,Buzău,Sud-Est,Iv,10,2,3,8476
Verneşti,Buzău,Sud-Est,Iv,10,2,3,9170
Mărăcineni,Buzău,Sud-Est,Iv,10,2,3,9177
Vadu Paşii,Buzău,Sud-Est,Iv,10,2,3,9829
Dumbrăveni,Constanţa,Sud-Est,Iv,13,2,3,541
Vulturu,Constanţa,Sud-Est,Iv,13,2,3,743
Horia,Constanţa,Sud-Est,Iv,13,2,3,1138
Saraiu,Constanţa,Sud-Est,Iv,13,2,3,1278
Cerchezu,Constanţa,Sud-Est,Iv,13,2,3,1363
Siliştea,Constanţa,Sud-Est,Iv,13,2,3,1497
Târguşor,Constanţa,Sud-Est,Iv,13,2,3,1602
Gârliciu,Constanţa,Sud-Est,Iv,13,2,3,1620
Topalu,Constanţa,Sud-Est,Iv,13,2,3,1699
Pantelimon,Constanţa,Sud-Est,Iv,13,2,3,1860
Tortoman,Constanţa,Sud-Est,Iv,13,2,3,1905
Ion Corvin,Constanţa,Sud-Est,Iv,13,2,3,2021
Comana,Constanţa,Sud-Est,Iv,13,2,3,2057
Seimeni,Constanţa,Sud-Est,Iv,13,2,3,2180
Adamclisi,Constanţa,Sud-Est,Iv,13,2,3,2324
Săcele,Constanţa,Sud-Est,Iv,13,2,3,2392
Mereni,Constanţa,Sud-Est,Iv,13,2,3,2414
Deleni,Constanţa,Sud-Est,Iv,13,2,3,2438
Istria,Constanţa,Sud-Est,Iv,13,2,3,2519
Oltina,Constanţa,Sud-Est,Iv,13,2,3,2560
Ghindăreşti,Constanţa,Sud-Est,Iv,13,2,3,2647
Aliman,Constanţa,Sud-Est,Iv,13,2,3,2797
Amzacea,Constanţa,Sud-Est,Iv,13,2,3,2905
Independenţa,Constanţa,Sud-Est,Iv,13,2,3,2958
Lipniţa,Constanţa,Sud-Est,Iv,13,2,3,3052
Crucea,Constanţa,Sud-Est,Iv,13,2,3,3059
Ciocârlia,Constanţa,Sud-Est,Iv,13,2,3,3129
Chirnogeni,Constanţa,Sud-Est,Iv,13,2,3,3251
Costineşti,Constanţa,Sud-Est,Iv,13,2,3,3344
Pecineaga,Constanţa,Sud-Est,Iv,13,2,3,3454
Ciobanu,Constanţa,Sud-Est,Iv,13,2,3,3552
Peştera,Constanţa,Sud-Est,Iv,13,2,3,3599
Dobromir,Constanţa,Sud-Est,Iv,13,2,3,3702
Mihai Viteazu,Constanţa,Sud-Est,Iv,13,2,3,3762
Rasova,Constanţa,Sud-Est,Iv,13,2,3,3773
Albeşti,Constanţa,Sud-Est,Iv,13,2,3,3810
Ostrov,Constanţa,Sud-Est,Iv,13,2,3,4792
Cogealac,Constanţa,Sud-Est,Iv,13,2,3,5380
Mircea Vodă,Constanţa,Sud-Est,Iv,13,2,3,5383
Nicolae Bălcescu,Constanţa,Sud-Est,Iv,13,2,3,5512
Castelu,Constanţa,Sud-Est,Iv,13,2,3,5575
23-Aug,Constanţa,Sud-Est,Iv,13,2,3,5767
Poarta Albă,Constanţa,Sud-Est,Iv,13,2,3,5816
Topraisar,Constanţa,Sud-Est,Iv,13,2,3,6300
Corbu,Constanţa,Sud-Est,Iv,13,2,3,6380
Limanu,Constanţa,Sud-Est,Iv,13,2,3,6794
Tuzla,Constanţa,Sud-Est,Iv,13,2,3,7223
Agigea,Constanţa,Sud-Est,Iv,13,2,3,8528
Cobadin,Constanţa,Sud-Est,Iv,13,2,3,9459
Mihail Kogălniceanu,Constanţa,Sud-Est,Iv,13,2,3,10109
Lumina,Constanţa,Sud-Est,Iv,13,2,3,11422
Cumpăna,Constanţa,Sud-Est,Iv,13,2,3,15374
Valu Lui Traian,Constanţa,Sud-Est,Iv,13,2,3,16539
Smulţi,Galaţi,Sud-Est,Iv,17,2,3,1381
Oancea,Galaţi,Sud-Est,Iv,17,2,3,1590
Suceveni,Galaţi,Sud-Est,Iv,17,2,3,1610
Jorăşti,Galaţi,Sud-Est,Iv,17,2,3,1786
Bălăbăneşti,Galaţi,Sud-Est,Iv,17,2,3,1942
Vârlezi,Galaţi,Sud-Est,Iv,17,2,3,1981
Rediu,Galaţi,Sud-Est,Iv,17,2,3,2036
Băneasa,Galaţi,Sud-Est,Iv,17,2,3,2044
Nămoloasa,Galaţi,Sud-Est,Iv,17,2,3,2049
Corni,Galaţi,Sud-Est,Iv,17,2,3,2109
Cuca,Galaţi,Sud-Est,Iv,17,2,3,2110
Priponeşti,Galaţi,Sud-Est,Iv,17,2,3,2112
Bălăşeşti,Galaţi,Sud-Est,Iv,17,2,3,2230
Băleni,Galaţi,Sud-Est,Iv,17,2,3,2266
Cerţeşti,Galaţi,Sud-Est,Iv,17,2,3,2314
Ţepu,Galaţi,Sud-Est,Iv,17,2,3,2392
Scânteieşti,Galaţi,Sud-Est,Iv,17,2,3,2397
Buciumeni,Galaţi,Sud-Est,Iv,17,2,3,2429
Vlădeşti,Galaţi,Sud-Est,Iv,17,2,3,2500
Costache Negri,Galaţi,Sud-Est,Iv,17,2,3,2727
Cavadineşti,Galaţi,Sud-Est,Iv,17,2,3,2881
Folteşti,Galaţi,Sud-Est,Iv,17,2,3,3171
Gohor,Galaţi,Sud-Est,Iv,17,2,3,3248
Movileni,Galaţi,Sud-Est,Iv,17,2,3,3360
Bereşti-Meria,Galaţi,Sud-Est,Iv,17,2,3,3513
Valea Mărului,Galaţi,Sud-Est,Iv,17,2,3,3606
Griviţa,Galaţi,Sud-Est,Iv,17,2,3,3729
Fundeni,Galaţi,Sud-Est,Iv,17,2,3,3776
Schela,Galaţi,Sud-Est,Iv,17,2,3,3848
Nicoreşti,Galaţi,Sud-Est,Iv,17,2,3,4028
Slobozia Conachi,Galaţi,Sud-Est,Iv,17,2,3,4176
Braniştea,Galaţi,Sud-Est,Iv,17,2,3,4375
Independenţa,Galaţi,Sud-Est,Iv,17,2,3,4646
Măstăcani,Galaţi,Sud-Est,Iv,17,2,3,4716
Piscu,Galaţi,Sud-Est,Iv,17,2,3,4761
Fârţăneşti,Galaţi,Sud-Est,Iv,17,2,3,5045
Tudor Vladimirescu,Galaţi,Sud-Est,Iv,17,2,3,5101
Şendreni,Galaţi,Sud-Est,Iv,17,2,3,5151
Frumuşiţa,Galaţi,Sud-Est,Iv,17,2,3,5398
Drăguşeni,Galaţi,Sud-Est,Iv,17,2,3,5688
Smârdan,Galaţi,Sud-Est,Iv,17,2,3,5837
Vânători,Galaţi,Sud-Est,Iv,17,2,3,6413
Barcea,Galaţi,Sud-Est,Iv,17,2,3,6457
Cosmeşti,Galaţi,Sud-Est,Iv,17,2,3,6604
Drăgăneşti,Galaţi,Sud-Est,Iv,17,2,3,6680
Ghidigeni,Galaţi,Sud-Est,Iv,17,2,3,6894
Umbrăreşti,Galaţi,Sud-Est,Iv,17,2,3,7102
Cudalbi,Galaţi,Sud-Est,Iv,17,2,3,7368
Corod,Galaţi,Sud-Est,Iv,17,2,3,7471
Tuluceşti,Galaţi,Sud-Est,Iv,17,2,3,7599
Munteni,Galaţi,Sud-Est,Iv,17,2,3,7651
Brăhăşeşti,Galaţi,Sud-Est,Iv,17,2,3,9946
Iveşti,Galaţi,Sud-Est,Iv,17,2,3,10124
Lieşti,Galaţi,Sud-Est,Iv,17,2,3,10827
Pechea,Galaţi,Sud-Est,Iv,17,2,3,11118
Matca,Galaţi,Sud-Est,Iv,17,2,3,12313
Pardina,Tulcea,Sud-Est,Iv,36,2,3,572
Ceatalchioi,Tulcea,Sud-Est,Iv,36,2,3,706
C.A. Rosetti,Tulcea,Sud-Est,Iv,36,2,3,761
Sfântu Gheorghe,Tulcea,Sud-Est,Iv,36,2,3,783
Maliuc,Tulcea,Sud-Est,Iv,36,2,3,889
Smârdan,Tulcea,Sud-Est,Iv,36,2,3,1109
Crişan,Tulcea,Sud-Est,Iv,36,2,3,1134
I.C.Brătianu,Tulcea,Sud-Est,Iv,36,2,3,1134
Hamcearca,Tulcea,Sud-Est,Iv,36,2,3,1314
Grindu,Tulcea,Sud-Est,Iv,36,2,3,1328
Horia,Tulcea,Sud-Est,Iv,36,2,3,1374
Dorobanţu,Tulcea,Sud-Est,Iv,36,2,3,1388
Stejaru,Tulcea,Sud-Est,Iv,36,2,3,1517
Beidaud,Tulcea,Sud-Est,Iv,36,2,3,1628
Peceneaga,Tulcea,Sud-Est,Iv,36,2,3,1698
Ostrov,Tulcea,Sud-Est,Iv,36,2,3,1946
Chilia Veche,Tulcea,Sud-Est,Iv,36,2,3,1956
Dăeni,Tulcea,Sud-Est,Iv,36,2,3,1972
Izvoarele,Tulcea,Sud-Est,Iv,36,2,3,2017
Ciucurova,Tulcea,Sud-Est,Iv,36,2,3,2170
Slava Cercheză,Tulcea,Sud-Est,Iv,36,2,3,2202
Ceamurlia De Jos,Tulcea,Sud-Est,Iv,36,2,3,2437
Mahmudia,Tulcea,Sud-Est,Iv,36,2,3,2556
Mihai Bravu,Tulcea,Sud-Est,Iv,36,2,3,2660
Nufăru,Tulcea,Sud-Est,Iv,36,2,3,2732
Nalbant,Tulcea,Sud-Est,Iv,36,2,3,2751
Carcaliu,Tulcea,Sud-Est,Iv,36,2,3,2845
Casimcea,Tulcea,Sud-Est,Iv,36,2,3,2854
Mihail Kogălniceanu,Tulcea,Sud-Est,Iv,36,2,3,3145
Turcoaia,Tulcea,Sud-Est,Iv,36,2,3,3256
Murighiol,Tulcea,Sud-Est,Iv,36,2,3,3410
Valea Nucarilor,Tulcea,Sud-Est,Iv,36,2,3,3437
Frecăţei,Tulcea,Sud-Est,Iv,36,2,3,3537
Cerna,Tulcea,Sud-Est,Iv,36,2,3,3663
Luncaviţa,Tulcea,Sud-Est,Iv,36,2,3,4174
Jurilovca,Tulcea,Sud-Est,Iv,36,2,3,4364
Topolog,Tulcea,Sud-Est,Iv,36,2,3,4491
Baia,Tulcea,Sud-Est,Iv,36,2,3,4516
Niculiţel,Tulcea,Sud-Est,Iv,36,2,3,4594
Somova,Tulcea,Sud-Est,Iv,36,2,3,5057
Greci,Tulcea,Sud-Est,Iv,36,2,3,5099
Jijila,Tulcea,Sud-Est,Iv,36,2,3,5473
Sarichioi,Tulcea,Sud-Est,Iv,36,2,3,6640
Bârseşti,Vrancea,Sud-Est,Iv,39,2,3,1365
Bogheşti,Vrancea,Sud-Est,Iv,39,2,3,1480
Jitia,Vrancea,Sud-Est,Iv,39,2,3,1580
Bordeşti,Vrancea,Sud-Est,Iv,39,2,3,1679
Andreiaşu De Jos,Vrancea,Sud-Est,Iv,39,2,3,1721
Corbiţa,Vrancea,Sud-Est,Iv,39,2,3,1734
Băleşti,Vrancea,Sud-Est,Iv,39,2,3,1886
Năruja,Vrancea,Sud-Est,Iv,39,2,3,1917
Vintileasca,Vrancea,Sud-Est,Iv,39,2,3,1940
Valea Sării,Vrancea,Sud-Est,Iv,39,2,3,1942
Slobozia Ciorăşti,Vrancea,Sud-Est,Iv,39,2,3,1989
Paltin,Vrancea,Sud-Est,Iv,39,2,3,1997
Tănăsoaia,Vrancea,Sud-Est,Iv,39,2,3,2058
Soveja,Vrancea,Sud-Est,Iv,39,2,3,2075
Nistoreşti,Vrancea,Sud-Est,Iv,39,2,3,2111
Reghiu,Vrancea,Sud-Est,Iv,39,2,3,2161
Năneşti,Vrancea,Sud-Est,Iv,39,2,3,2248
Broşteni,Vrancea,Sud-Est,Iv,39,2,3,2298
Chiojdeni,Vrancea,Sud-Est,Iv,39,2,3,2437
Fitioneşti,Vrancea,Sud-Est,Iv,39,2,3,2550
Gura Caliţei,Vrancea,Sud-Est,Iv,39,2,3,2555
Poiana Cristei,Vrancea,Sud-Est,Iv,39,2,3,2647
Urecheşti,Vrancea,Sud-Est,Iv,39,2,3,2712
Vrâncioaia,Vrancea,Sud-Est,Iv,39,2,3,2721
Ciorăşti,Vrancea,Sud-Est,Iv,39,2,3,2811
Cârligele,Vrancea,Sud-Est,Iv,39,2,3,3005
Răcoasa,Vrancea,Sud-Est,Iv,39,2,3,3126
Tâmboeşti,Vrancea,Sud-Est,Iv,39,2,3,3300
Vârteşcoiu,Vrancea,Sud-Est,Iv,39,2,3,3536
Străoane,Vrancea,Sud-Est,Iv,39,2,3,3540
Milcovul,Vrancea,Sud-Est,Iv,39,2,3,3560
Câmpuri,Vrancea,Sud-Est,Iv,39,2,3,3699
Moviliţa,Vrancea,Sud-Est,Iv,39,2,3,3783
Vizantea-Livezi,Vrancea,Sud-Est,Iv,39,2,3,3927
Mera,Vrancea,Sud-Est,Iv,39,2,3,4074
Tulnici,Vrancea,Sud-Est,Iv,39,2,3,4171
Rugineşti,Vrancea,Sud-Est,Iv,39,2,3,4196
Jariştea,Vrancea,Sud-Est,Iv,39,2,3,4198
Pufeşti,Vrancea,Sud-Est,Iv,39,2,3,4229
Câmpineanca,Vrancea,Sud-Est,Iv,39,2,3,4232
Dumitreşti,Vrancea,Sud-Est,Iv,39,2,3,4370
Dumbrăveni,Vrancea,Sud-Est,Iv,39,2,3,4403
Tătăranu,Vrancea,Sud-Est,Iv,39,2,3,4409
Măicăneşti,Vrancea,Sud-Est,Iv,39,2,3,4467
Nereju,Vrancea,Sud-Est,Iv,39,2,3,4540
Boloteşti,Vrancea,Sud-Est,Iv,39,2,3,4681
Goleşti,Vrancea,Sud-Est,Iv,39,2,3,4709
Garoafa,Vrancea,Sud-Est,Iv,39,2,3,4779
Coteşti,Vrancea,Sud-Est,Iv,39,2,3,4839
Ţifeşti,Vrancea,Sud-Est,Iv,39,2,3,5025
Sihlea,Vrancea,Sud-Est,Iv,39,2,3,5194
Suraia,Vrancea,Sud-Est,Iv,39,2,3,5901
Păuneşti,Vrancea,Sud-Est,Iv,39,2,3,6515
Gugeşti,Vrancea,Sud-Est,Iv,39,2,3,6618
Vânători,Vrancea,Sud-Est,Iv,39,2,3,6808
Vidra,Vrancea,Sud-Est,Iv,39,2,3,7160
Homocea,Vrancea,Sud-Est,Iv,39,2,3,7815
Vulturu,Vrancea,Sud-Est,Iv,39,2,3,8519
Slobozia Bradului,Vrancea,Sud-Est,Iv,39,2,3,8807
Dâmbovicioara,Argeş,Sud  - Muntenia,Iv,3,3,3,887
Poienarii De Argeş,Argeş,Sud  - Muntenia,Iv,3,3,3,972
Ciomăgeşti,Argeş,Sud  - Muntenia,Iv,3,3,3,1074
Boţeşti,Argeş,Sud  - Muntenia,Iv,3,3,3,1087
Teiu,Argeş,Sud  - Muntenia,Iv,3,3,3,1269
Nucşoara,Argeş,Sud  - Muntenia,Iv,3,3,3,1347
Albeştii De Muscel,Argeş,Sud  - Muntenia,Iv,3,3,3,1478
Mioarele,Argeş,Sud  - Muntenia,Iv,3,3,3,1552
Săpata,Argeş,Sud  - Muntenia,Iv,3,3,3,1575
Brăduleţ,Argeş,Sud  - Muntenia,Iv,3,3,3,1703
Morăreşti,Argeş,Sud  - Muntenia,Iv,3,3,3,1728
Dobreşti,Argeş,Sud  - Muntenia,Iv,3,3,3,1744
Beleţi-Negreşti,Argeş,Sud  - Muntenia,Iv,3,3,3,1785
Uda,Argeş,Sud  - Muntenia,Iv,3,3,3,1792
Cotmeana,Argeş,Sud  - Muntenia,Iv,3,3,3,1809
Popeşti,Argeş,Sud  - Muntenia,Iv,3,3,3,1817
Negraşi,Argeş,Sud  - Muntenia,Iv,3,3,3,1877
Mozăceni,Argeş,Sud  - Muntenia,Iv,3,3,3,1958
Cuca,Argeş,Sud  - Muntenia,Iv,3,3,3,1968
Drăganu,Argeş,Sud  - Muntenia,Iv,3,3,3,1979
Cicăneşti,Argeş,Sud  - Muntenia,Iv,3,3,3,2042
Cepari,Argeş,Sud  - Muntenia,Iv,3,3,3,2077
Izvoru,Argeş,Sud  - Muntenia,Iv,3,3,3,2110
Hârseşti,Argeş,Sud  - Muntenia,Iv,3,3,3,2149
Sălătrucu,Argeş,Sud  - Muntenia,Iv,3,3,3,2159
Cocu,Argeş,Sud  - Muntenia,Iv,3,3,3,2162
Căldăraru,Argeş,Sud  - Muntenia,Iv,3,3,3,2199
Miroşi,Argeş,Sud  - Muntenia,Iv,3,3,3,2212
Ciofrângeni,Argeş,Sud  - Muntenia,Iv,3,3,3,2218
Ştefan Cel Mare,Argeş,Sud  - Muntenia,Iv,3,3,3,2262
Şuici,Argeş,Sud  - Muntenia,Iv,3,3,3,2294
Boteni,Argeş,Sud  - Muntenia,Iv,3,3,3,2296
Arefu,Argeş,Sud  - Muntenia,Iv,3,3,3,2301
Hârtieşti,Argeş,Sud  - Muntenia,Iv,3,3,3,2305
Rociu,Argeş,Sud  - Muntenia,Iv,3,3,3,2351
Lunca Corbului,Argeş,Sud  - Muntenia,Iv,3,3,3,2533
Ungheni,Argeş,Sud  - Muntenia,Iv,3,3,3,2542
Recea,Argeş,Sud  - Muntenia,Iv,3,3,3,2555
Dragoslavele,Argeş,Sud  - Muntenia,Iv,3,3,3,2599
Valea Iaşului,Argeş,Sud  - Muntenia,Iv,3,3,3,2733
Oarja,Argeş,Sud  - Muntenia,Iv,3,3,3,2757
Stolnici,Argeş,Sud  - Muntenia,Iv,3,3,3,2810
Godeni,Argeş,Sud  - Muntenia,Iv,3,3,3,2832
Băbana,Argeş,Sud  - Muntenia,Iv,3,3,3,2848
Cetăţeni,Argeş,Sud  - Muntenia,Iv,3,3,3,2896
Răteşti,Argeş,Sud  - Muntenia,Iv,3,3,3,2925
Suseni,Argeş,Sud  - Muntenia,Iv,3,3,3,2947
Valea Danului,Argeş,Sud  - Muntenia,Iv,3,3,3,2986
Bughea De Jos,Argeş,Sud  - Muntenia,Iv,3,3,3,3090
Davideşti,Argeş,Sud  - Muntenia,Iv,3,3,3,3096
Domneşti,Argeş,Sud  - Muntenia,Iv,3,3,3,3121
Vlădeşti,Argeş,Sud  - Muntenia,Iv,3,3,3,3156
Poienarii De Muscel,Argeş,Sud  - Muntenia,Iv,3,3,3,3235
Aninoasa,Argeş,Sud  - Muntenia,Iv,3,3,3,3256
Tigveni,Argeş,Sud  - Muntenia,Iv,3,3,3,3398
Berevoeşti,Argeş,Sud  - Muntenia,Iv,3,3,3,3420
Vedea,Argeş,Sud  - Muntenia,Iv,3,3,3,3433
Priboieni,Argeş,Sud  - Muntenia,Iv,3,3,3,3453
Dârmăneşti,Argeş,Sud  - Muntenia,Iv,3,3,3,3496
Muşăteşti,Argeş,Sud  - Muntenia,Iv,3,3,3,3571
Căteasca,Argeş,Sud  - Muntenia,Iv,3,3,3,3641
Bălileşti,Argeş,Sud  - Muntenia,Iv,3,3,3,3917
Corbi,Argeş,Sud  - Muntenia,Iv,3,3,3,3938
Albota,Argeş,Sud  - Muntenia,Iv,3,3,3,4013
Budeasa,Argeş,Sud  - Muntenia,Iv,3,3,3,4151
Valea Mare Pravăţ,Argeş,Sud  - Muntenia,Iv,3,3,3,4229
Bârla,Argeş,Sud  - Muntenia,Iv,3,3,3,4262
Bogaţi,Argeş,Sud  - Muntenia,Iv,3,3,3,4303
Stoeneşti,Argeş,Sud  - Muntenia,Iv,3,3,3,4392
Lereşti,Argeş,Sud  - Muntenia,Iv,3,3,3,4435
Slobozia,Argeş,Sud  - Muntenia,Iv,3,3,3,4544
Merişani,Argeş,Sud  - Muntenia,Iv,3,3,3,4612
Mălureni,Argeş,Sud  - Muntenia,Iv,3,3,3,4644
Miceşti,Argeş,Sud  - Muntenia,Iv,3,3,3,4753
Stâlpeni,Argeş,Sud  - Muntenia,Iv,3,3,3,4913
Schitu Goleşti,Argeş,Sud  - Muntenia,Iv,3,3,3,5133
Coşeşti,Argeş,Sud  - Muntenia,Iv,3,3,3,5240
Ţiţeşti,Argeş,Sud  - Muntenia,Iv,3,3,3,5253
Buzoeşti,Argeş,Sud  - Muntenia,Iv,3,3,3,5340
Mărăcineni,Argeş,Sud  - Muntenia,Iv,3,3,3,5463
Pietroşani,Argeş,Sud  - Muntenia,Iv,3,3,3,5468
Leordeni,Argeş,Sud  - Muntenia,Iv,3,3,3,5478
Corbeni,Argeş,Sud  - Muntenia,Iv,3,3,3,5753
Rucăr,Argeş,Sud  - Muntenia,Iv,3,3,3,5847
Băiculeşti,Argeş,Sud  - Muntenia,Iv,3,3,3,5967
Albeştii De Argeş,Argeş,Sud  - Muntenia,Iv,3,3,3,6003
Mihăeşti,Argeş,Sud  - Muntenia,Iv,3,3,3,6199
Poiana Lacului,Argeş,Sud  - Muntenia,Iv,3,3,3,6346
Moşoaia,Argeş,Sud  - Muntenia,Iv,3,3,3,6428
Bradu,Argeş,Sud  - Muntenia,Iv,3,3,3,8451
Bascov,Argeş,Sud  - Muntenia,Iv,3,3,3,10868
Călineşti,Argeş,Sud  - Muntenia,Iv,3,3,3,11166
Cornăţelu,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,1317
Pucheni,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,1715
Vişineşti,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,1776
Vârfuri,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,1824
Bilciureşti,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,1884
Slobozia Moară,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,1972
Moţăieni,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,1986
Valea Mare,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,2094
Bărbuleţu,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,2108
Malu Cu Flori,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,2179
Gura Foii,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,2196
Butimanu,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,2286
Văleni-Dâmboviţa,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,2463
Cândeşti,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,2688
Morteni,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,2715
Lucieni,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,2938
Cobia,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,2946
Şelaru,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,2974
Vulcana-Băi,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,2987
Pietroşiţa,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,3139
Hulubeşti,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,3145
Produleşti,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,3383
Costeştii Din Vale,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,3469
Brezoaele,Dâmboviţa,Sud  - Muntenia,Iv,15,3,3,3477
